Jerome Isaac Friedman	male	Nobel Prize in Physics	1990-01-01T00:00:00Z	1930-03-28T00:00:00Z	Chicago	United States of America	
Frits Zernike	male	Nobel Prize in Physics	1953-01-01T00:00:00Z	1888-07-16T00:00:00Z	Amsterdam	Netherlands	1966-03-10T00:00:00Z
Frits Zernike	male	Nobel Prize in Physics	1953-01-01T00:00:00Z	1888-07-16T00:00:00Z	Amsterdam	Kingdom of the Netherlands	1966-03-10T00:00:00Z
Peter Higgs	male	Nobel Prize in Physics	2013-01-01T00:00:00Z	1929-05-29T00:00:00Z	Newcastle upon Tyne	United Kingdom	
Ilya Frank	male	Nobel Prize in Physics	1958-01-01T00:00:00Z	1908-10-23T00:00:00Z	Saint Petersburg	Russia	1990-06-22T00:00:00Z
Kai Siegbahn	male	Nobel Prize in Physics	1981-01-01T00:00:00Z	1918-04-20T00:00:00Z	Lund	Sweden	2007-07-20T00:00:00Z
Barack Obama	male	Nobel Peace Prize	2009-01-01T00:00:00Z	1961-08-04T00:00:00Z	Kapiolani Medical Center for Women and Children	United States of America	
Lech Wałęsa	male	Nobel Peace Prize	1983-01-01T00:00:00Z	1943-09-29T00:00:00Z	Popowo	Poland	
Luigi Pirandello	male	Nobel Prize in Literature	1934-01-01T00:00:00Z	1867-06-28T00:00:00Z	Agrigento	Italy	1936-12-10T00:00:00Z
Najib Mahfouz	male	Nobel Prize in Literature	1988-01-01T00:00:00Z	1911-12-11T00:00:00Z	Cairo	Egypt	2006-08-30T00:00:00Z
Rabindranath Tagore	male	Nobel Prize in Literature	1913-11-13T00:00:00Z	1861-05-07T00:00:00Z	Kolkata	India	1941-08-07T00:00:00Z
Grazia Deledda	female	Nobel Prize in Literature	1926-01-01T00:00:00Z	1871-09-27T00:00:00Z	Nuoro	Italy	1936-08-15T00:00:00Z
Martin Luther King Jr.	male	Nobel Peace Prize	1964-01-01T00:00:00Z	1929-01-15T00:00:00Z	Atlanta	United States of America	1968-04-04T00:00:00Z
Jean-Paul Sartre	male	Nobel Prize in Literature	1964-01-01T00:00:00Z	1905-01-01T00:00:00Z	Paris	France	1980-01-01T00:00:00Z
Jean-Paul Sartre	male	Nobel Prize in Literature	1964-01-01T00:00:00Z	1905-06-21T00:00:00Z	Paris	France	1980-01-01T00:00:00Z
Jean-Paul Sartre	male	Nobel Prize in Literature	1964-01-01T00:00:00Z	1905-01-01T00:00:00Z	Paris	France	1980-04-15T00:00:00Z
Jean-Paul Sartre	male	Nobel Prize in Literature	1964-01-01T00:00:00Z	1905-06-21T00:00:00Z	Paris	France	1980-04-15T00:00:00Z
Henry Dunant	male	Nobel Peace Prize	1901-01-01T00:00:00Z	1828-05-08T00:00:00Z	Geneva	Switzerland	1910-10-30T00:00:00Z
Robert Cecil	male	Nobel Peace Prize	1937-01-01T00:00:00Z	1864-09-14T00:00:00Z	Cavendish Square	United Kingdom	1958-11-24T00:00:00Z
Gao Xingjian	male	Nobel Prize in Literature	2000-01-01T00:00:00Z	1940-01-04T00:00:00Z	Ganxian District	People's Republic of China	
Theodor Mommsen	male	Nobel Prize in Literature	1902-01-01T00:00:00Z	1817-11-30T00:00:00Z	Garding	Germany	1903-11-01T00:00:00Z
Hermann Hesse	male	Nobel Prize in Literature	1946-01-01T00:00:00Z	1877-07-02T00:00:00Z	Calw	Germany	1962-08-09T00:00:00Z
Martti Ahtisaari	male	Nobel Peace Prize	2008-01-01T00:00:00Z	1937-06-23T00:00:00Z	Vyborg	Russia	
Yitzhak Rabin	male	Nobel Peace Prize	1994-01-01T00:00:00Z	1922-03-01T00:00:00Z	Jerusalem	Israel	1995-11-04T00:00:00Z
Pablo Neruda	male	Nobel Prize in Literature	1971-01-01T00:00:00Z	1904-07-12T00:00:00Z	Parral	Chile	1973-09-23T00:00:00Z
Aleksandr Solzhenitsyn	male	Nobel Prize in Literature	1970-01-01T00:00:00Z	1918-12-11T00:00:00Z	Kislovodsk	Russia	2008-08-03T00:00:00Z
Rudyard Kipling	male	Nobel Prize in Literature	1907-01-01T00:00:00Z	1865-12-30T00:00:00Z	Mumbai	India	1936-01-18T00:00:00Z
Aung San Suu Kyi	female	Nobel Peace Prize	1991-01-01T00:00:00Z	1945-06-19T00:00:00Z	Yangon	Myanmar	
Herta Müller	female	Nobel Prize in Literature	2009-01-01T00:00:00Z	1953-08-17T00:00:00Z	Nițchidorf	Romania	
William Butler Yeats	male	Nobel Prize in Literature	1923-01-01T00:00:00Z	1865-06-13T00:00:00Z	Sandymount	Ireland	1939-01-28T00:00:00Z
Knut Hamsun	male	Nobel Prize in Literature	1920-01-01T00:00:00Z	1859-08-04T00:00:00Z	Vågå	Norway	1952-02-19T00:00:00Z
Knut Hamsun	male	Nobel Prize in Literature	1920-01-01T00:00:00Z	1859-08-04T00:00:00Z	Lom	Norway	1952-02-19T00:00:00Z
Doris Lessing	female	Nobel Prize in Literature	2007-01-01T00:00:00Z	1919-10-22T00:00:00Z	Kermanshah	Iran	2013-11-17T00:00:00Z
Harold Pinter	male	Nobel Prize in Literature	2005-01-01T00:00:00Z	1930-10-10T00:00:00Z	London	United Kingdom	2008-12-24T00:00:00Z
Boris Pasternak	male	Nobel Prize in Literature	1958-01-01T00:00:00Z	1890-02-10T00:00:00Z	Moscow	Russia	1960-05-30T00:00:00Z
Henryk Sienkiewicz	male	Nobel Prize in Literature	1905-01-01T00:00:00Z	1846-05-05T00:00:00Z	Wola Okrzejska	Poland	1916-11-15T00:00:00Z
Henri Bergson	male	Nobel Prize in Literature	1927-01-01T00:00:00Z	1859-10-18T00:00:00Z	Paris	France	1941-01-04T00:00:00Z
Wisława Szymborska	female	Nobel Prize in Literature	1996-01-01T00:00:00Z	1923-07-02T00:00:00Z	Kórnik	Poland	2012-02-01T00:00:00Z
Frédéric Mistral	male	Nobel Prize in Literature	1904-01-01T00:00:00Z	1830-09-08T00:00:00Z	Maillane	France	1914-03-25T00:00:00Z
Heinrich Böll	male	Nobel Prize in Literature	1972-01-01T00:00:00Z	1917-12-21T00:00:00Z	Cologne	Germany	1985-07-16T00:00:00Z
Ellen Johnson Sirleaf	female	Nobel Peace Prize	2011-01-01T00:00:00Z	1938-10-29T00:00:00Z	Monrovia	Liberia	
Giosuè Carducci	male	Nobel Prize in Literature	1906-01-01T00:00:00Z	1835-07-27T00:00:00Z	Pietrasanta	Italy	1907-02-16T00:00:00Z
Giosuè Carducci	male	Nobel Prize in Literature	1906-01-01T00:00:00Z	1835-07-27T00:00:00Z	Valdicastello Carducci	Italy	1907-02-16T00:00:00Z
Yasunari Kawabata	male	Nobel Prize in Literature	1968-01-01T00:00:00Z	1899-06-11T00:00:00Z	Osaka	Japan	1972-04-16T00:00:00Z
Peter Handke	male	Nobel Prize in Literature	2019-10-10T00:00:00Z	1942-12-06T00:00:00Z	Griffen	Austria	
Selma Lagerlöf	female	Nobel Prize in Literature	1909-01-01T00:00:00Z	1858-11-20T00:00:00Z	Sunne Municipality	Sweden	1940-03-16T00:00:00Z
Selma Lagerlöf	female	Nobel Prize in Literature	1909-01-01T00:00:00Z	1858-11-20T00:00:00Z	Mårbacka	Sweden	1940-03-16T00:00:00Z
V. S. Naipaul	male	Nobel Prize in Literature	2001-01-01T00:00:00Z	1932-08-17T00:00:00Z	Chaguanas	Trinidad and Tobago	2018-08-11T00:00:00Z
Romain Rolland	male	Nobel Prize in Literature	1915-01-01T00:00:00Z	1866-01-29T00:00:00Z	Clamecy	France	1944-12-30T00:00:00Z
Elfriede Jelinek	female	Nobel Prize in Literature	2004-01-01T00:00:00Z	1946-10-20T00:00:00Z	Mürzzuschlag	Austria	
André Gide	male	Nobel Prize in Literature	1947-01-01T00:00:00Z	1869-11-22T00:00:00Z	Paris	France	1951-02-19T00:00:00Z
Ivo Andrić	male	Nobel Prize in Literature	1961-01-01T00:00:00Z	1892-10-10T00:00:00Z	Dolac	Bosnia and Herzegovina	1975-03-13T00:00:00Z
Óscar Arias Sánchez	male	Nobel Peace Prize	1987-01-01T00:00:00Z	1941-09-13T00:00:00Z	San José	Costa Rica	
Óscar Arias Sánchez	male	Nobel Peace Prize	1987-01-01T00:00:00Z	1941-09-13T00:00:00Z	Heredia	Costa Rica	
Maurice Maeterlinck	male	Nobel Prize in Literature	1911-01-01T00:00:00Z	1862-08-29T00:00:00Z	Ghent	Belgium	1949-05-06T00:00:00Z
Nelly Sachs	female	Nobel Prize in Literature	1966-01-01T00:00:00Z	1891-12-10T00:00:00Z	Berlin-Schöneberg	Germany	1970-05-12T00:00:00Z
Toni Morrison	female	Nobel Prize in Literature	1993-01-01T00:00:00Z	1931-02-18T00:00:00Z	Lorain	United States of America	2019-08-05T00:00:00Z
Isaac Bashevis Singer	male	Nobel Prize in Literature	1978-01-01T00:00:00Z	1902-11-21T00:00:00Z	Leoncin	Poland	1991-07-24T00:00:00Z
Isaac Bashevis Singer	male	Nobel Prize in Literature	1978-01-01T00:00:00Z	1904-07-14T00:00:00Z	Leoncin	Poland	1991-07-24T00:00:00Z
Paul Heyse	male	Nobel Prize in Literature	1910-01-01T00:00:00Z	1830-03-13T00:00:00Z	Berlin	Germany	1914-04-02T00:00:00Z
Paul Heyse	male	Nobel Prize in Literature	1910-01-01T00:00:00Z	1830-03-15T00:00:00Z	Berlin	Germany	1914-04-02T00:00:00Z
Elias Canetti	male	Nobel Prize in Literature	1981-01-01T00:00:00Z	1905-07-25T00:00:00Z	Ruse	Bulgaria	1994-08-14T00:00:00Z
Halldór Laxness	male	Nobel Prize in Literature	1955-01-01T00:00:00Z	1902-04-23T00:00:00Z	Reykjavík	Iceland	1998-02-08T00:00:00Z
Gabriela Mistral	female	Nobel Prize in Literature	1945-01-01T00:00:00Z	1889-04-07T00:00:00Z	Vicuña	Chile	1957-01-10T00:00:00Z
Sigrid Undset	female	Nobel Prize in Literature	1928-01-01T00:00:00Z	1882-05-20T00:00:00Z	Kalundborg	Denmark	1949-06-10T00:00:00Z
François Mauriac	male	Nobel Prize in Literature	1952-01-01T00:00:00Z	1885-10-11T00:00:00Z	Bordeaux	France	1970-09-01T00:00:00Z
John Galsworthy	male	Nobel Prize in Literature	1932-01-01T00:00:00Z	1867-08-14T00:00:00Z	Kingston upon Thames	United Kingdom	1933-01-31T00:00:00Z
Salvatore Quasimodo	male	Nobel Prize in Literature	1959-01-01T00:00:00Z	1901-08-20T00:00:00Z	Modica	Italy	1968-06-14T00:00:00Z
Saul Bellow	male	Nobel Prize in Literature	1976-01-01T00:00:00Z	1915-06-10T00:00:00Z	Lachine	Canada	2005-04-05T00:00:00Z
Eugenio Montale	male	Nobel Prize in Literature	1975-01-01T00:00:00Z	1896-10-12T00:00:00Z	Genoa	Italy	1981-09-12T00:00:00Z
Jacinto Benavente	male	Nobel Prize in Literature	1922-01-01T00:00:00Z	1866-08-12T00:00:00Z	Madrid	Spain	1954-07-14T00:00:00Z
Pär Lagerkvist	male	Nobel Prize in Literature	1951-01-01T00:00:00Z	1891-05-23T00:00:00Z	Växjö	Sweden	1974-07-11T00:00:00Z
Eugene O'Neill	male	Nobel Prize in Literature	1936-01-01T00:00:00Z	1888-10-16T00:00:00Z	New York City	United States of America	1953-11-27T00:00:00Z
Seamus Heaney	male	Nobel Prize in Literature	1995-01-01T00:00:00Z	1939-04-13T00:00:00Z	Castledawson	United Kingdom	2013-08-30T00:00:00Z
Leymah Gbowee	female	Nobel Peace Prize	2011-01-01T00:00:00Z	1972-02-01T00:00:00Z	Monrovia	Liberia	
Władysław Reymont	male	Nobel Prize in Literature	1924-01-01T00:00:00Z	1867-05-07T00:00:00Z	Kobiele Wielkie	Poland	1925-12-05T00:00:00Z
Élie Ducommun	male	Nobel Peace Prize	1902-01-01T00:00:00Z	1833-02-19T00:00:00Z	Geneva	Switzerland	1906-12-07T00:00:00Z
José Echegaray	male	Nobel Prize in Literature	1904-01-01T00:00:00Z	1832-04-19T00:00:00Z	Madrid	Spain	1916-09-14T00:00:00Z
Patrick White	male	Nobel Prize in Literature	1973-01-01T00:00:00Z	1912-05-28T00:00:00Z	London	United Kingdom	1990-09-29T00:00:00Z
Patrick White	male	Nobel Prize in Literature	1973-01-01T00:00:00Z	1912-05-28T00:00:00Z	London	United Kingdom	1990-09-30T00:00:00Z
Shirin Ebadi	female	Nobel Peace Prize	2003-01-01T00:00:00Z	1947-06-21T00:00:00Z	Hamadan	Iran	
Eyvind Johnson	male	Nobel Prize in Literature	1974-01-01T00:00:00Z	1900-07-29T00:00:00Z	Boden	Sweden	1976-08-25T00:00:00Z
Karl Adolph Gjellerup	male	Nobel Prize in Literature	1917-01-01T00:00:00Z	1857-06-02T00:00:00Z	Roholte	Denmark	1919-10-11T00:00:00Z
Saint-John Perse	male	Nobel Prize in Literature	1960-01-01T00:00:00Z	1887-05-31T00:00:00Z	Pointe-à-Pitre	France	1975-09-20T00:00:00Z
Derek Walcott	male	Nobel Prize in Literature	1992-01-01T00:00:00Z	1930-01-23T00:00:00Z	Castries	Saint Lucia	2017-03-17T00:00:00Z
Frans Eemil Sillanpää	male	Nobel Prize in Literature	1939-01-01T00:00:00Z	1888-09-16T00:00:00Z	Hämeenkyrö	Finland	1964-06-03T00:00:00Z
Erik Axel Karlfeldt	male	Nobel Prize in Literature	1931-01-01T00:00:00Z	1864-07-20T00:00:00Z	Folkärna	Sweden	1931-04-08T00:00:00Z
George Marshall	male	Nobel Peace Prize	1953-01-01T00:00:00Z	1880-12-31T00:00:00Z	Uniontown	United States of America	1959-10-16T00:00:00Z
Léon Jouhaux	male	Nobel Peace Prize	1951-01-01T00:00:00Z	1879-07-01T00:00:00Z	15th arrondissement of Paris	France	1954-04-28T00:00:00Z
Dominique Pire	male	Nobel Peace Prize	1958-01-01T00:00:00Z	1910-02-10T00:00:00Z	Leffe	Belgium	1969-01-30T00:00:00Z
Odysseas Elytis	male	Nobel Prize in Literature	1979-01-01T00:00:00Z	1911-11-02T00:00:00Z	Heraklion	Greece	1996-03-18T00:00:00Z
Charles Albert Gobat	male	Nobel Peace Prize	1902-01-01T00:00:00Z	1843-05-21T00:00:00Z	Tramelan	Switzerland	1914-03-16T00:00:00Z
Frédéric Passy	male	Nobel Peace Prize	1901-01-01T00:00:00Z	1822-05-20T00:00:00Z	Paris	France	1912-06-12T00:00:00Z
Charles G. Dawes	male	Nobel Peace Prize	1925-01-01T00:00:00Z	1865-08-27T00:00:00Z	Marietta	United States of America	1951-04-23T00:00:00Z
John Hume	male	Nobel Peace Prize	1998-01-01T00:00:00Z	1937-01-18T00:00:00Z	Derry	United Kingdom	2020-08-03T00:00:00Z
Arthur Henderson	male	Nobel Peace Prize	1934-01-01T00:00:00Z	1863-09-13T00:00:00Z	Glasgow	United Kingdom	1935-10-20T00:00:00Z
Philip Noel-Baker, Baron Noel-Baker	male	Nobel Peace Prize	1959-01-01T00:00:00Z	1889-11-01T00:00:00Z	Hendon	United Kingdom	1982-10-08T00:00:00Z
Ralph Bunche	male	Nobel Peace Prize	1950-01-01T00:00:00Z	1904-08-07T00:00:00Z	Detroit	United States of America	1971-12-09T00:00:00Z
Léon Bourgeois	male	Nobel Peace Prize	1920-01-01T00:00:00Z	1851-05-29T00:00:00Z	former 9th arrondissement of Paris	France	1925-09-29T00:00:00Z
Henrik Pontoppidan	male	Nobel Prize in Literature	1917-01-01T00:00:00Z	1857-07-24T00:00:00Z	Fredericia	Denmark	1943-08-21T00:00:00Z
Carlos Filipe Ximenes Belo	male	Nobel Peace Prize	1996-01-01T00:00:00Z	1948-02-03T00:00:00Z	Baucau	East Timor	
Paul-Henri-Benjamin d'Estournelles de Constant	male	Nobel Peace Prize	1909-01-01T00:00:00Z	1852-11-22T00:00:00Z	La Flèche	France	1924-05-15T00:00:00Z
Orhan Pamuk	male	Nobel Prize in Literature	2006-01-01T00:00:00Z	1952-06-07T00:00:00Z	Istanbul	Turkey	
Svetlana Aleksievich	female	Nobel Prize in Literature	2015-01-01T00:00:00Z	1948-05-31T00:00:00Z	Ivano-Frankivsk	Ukraine	
Denis Mukwege	male	Nobel Peace Prize	2018-01-01T00:00:00Z	1955-03-01T00:00:00Z	Bukavu	Democratic Republic of the Congo	
Louise Glück	female	Nobel Prize in Literature	2020-01-01T00:00:00Z	1943-04-22T00:00:00Z	New York City	United States of America	
Adolf Butenandt	male	Nobel Prize in Chemistry	1939-01-01T00:00:00Z	1903-03-24T00:00:00Z	Bremerhaven	Germany	1995-01-18T00:00:00Z
Wilhelm Ostwald	male	Nobel Prize in Chemistry	1909-01-01T00:00:00Z	1853-09-02T00:00:00Z	Riga	Latvia	1932-04-04T00:00:00Z
Eduard Buchner	male	Nobel Prize in Chemistry	1907-01-01T00:00:00Z	1860-05-20T00:00:00Z	Munich	Germany	1917-08-13T00:00:00Z
Dan Shechtman	male	Nobel Prize in Chemistry	2011-01-01T00:00:00Z	1941-01-24T00:00:00Z	Tel Aviv	Israel	
Archer Martin	male	Nobel Prize in Chemistry	1952-01-01T00:00:00Z	1910-03-01T00:00:00Z	London	United Kingdom	2002-07-28T00:00:00Z
Linus Pauling	male	Nobel Prize in Chemistry	1954-01-01T00:00:00Z	1901-02-28T00:00:00Z	Portland	United States of America	1994-08-18T00:00:00Z
Linus Pauling	male	Nobel Prize in Chemistry	1954-01-01T00:00:00Z	1901-02-28T00:00:00Z	Portland	United States of America	1994-08-19T00:00:00Z
Cyril Norman Hinshelwood	male	Nobel Prize in Chemistry	1956-01-01T00:00:00Z	1897-06-19T00:00:00Z	London	United Kingdom	1967-10-09T00:00:00Z
Nikolay Semyonov	male	Nobel Prize in Chemistry	1956-01-01T00:00:00Z	1896-04-15T00:00:00Z	Saratov	Russia	1986-09-25T00:00:00Z
Melvin Calvin	male	Nobel Prize in Chemistry	1961-01-01T00:00:00Z	1911-04-08T00:00:00Z	Saint Paul	United States of America	1997-01-08T00:00:00Z
Robert Robinson	male	Nobel Prize in Chemistry	1947-01-01T00:00:00Z	1886-09-13T00:00:00Z	Chesterfield	United Kingdom	1975-02-08T00:00:00Z
Jennifer Doudna	female	Nobel Prize in Chemistry	2020-01-01T00:00:00Z	1964-02-19T00:00:00Z	Washington, D.C.	United States of America	
Otto Hahn	male	Nobel Prize in Chemistry	1944-01-01T00:00:00Z	1879-03-08T00:00:00Z	Frankfurt am Main	Germany	1968-07-28T00:00:00Z
Venkatraman Ramakrishnan	male	Nobel Prize in Chemistry	2009-01-01T00:00:00Z	1952-04-05T00:00:00Z	Chidambaram	India	
Hermann Emil Fischer	male	Nobel Prize in Chemistry	1902-01-01T00:00:00Z	1852-10-09T00:00:00Z	Euskirchen	Germany	1919-07-15T00:00:00Z
Paul Karrer	male	Nobel Prize in Chemistry	1937-01-01T00:00:00Z	1889-04-21T00:00:00Z	Moscow	Russia	1971-06-18T00:00:00Z
Manfred Eigen	male	Nobel Prize in Chemistry	1967-01-01T00:00:00Z	1927-05-09T00:00:00Z	Bochum	Germany	2019-02-06T00:00:00Z
Carl Bosch	male	Nobel Prize in Chemistry	1931-01-01T00:00:00Z	1874-08-27T00:00:00Z	Cologne	Germany	1940-04-26T00:00:00Z
Johann Deisenhofer	male	Nobel Prize in Chemistry	1988-01-01T00:00:00Z	1943-09-30T00:00:00Z	Zusamaltheim	Germany	
Hans von Euler-Chelpin	male	Nobel Prize in Chemistry	1929-01-01T00:00:00Z	1873-02-15T00:00:00Z	Augsburg	Germany	1964-11-06T00:00:00Z
Friedrich Bergius	male	Nobel Prize in Chemistry	1931-01-01T00:00:00Z	1884-10-11T00:00:00Z	Wrocław	Poland	1949-03-30T00:00:00Z
Friedrich Bergius	male	Nobel Prize in Chemistry	1931-01-01T00:00:00Z	1884-10-11T00:00:00Z	Q9393436	Poland	1949-03-30T00:00:00Z
Karl Ziegler	male	Nobel Prize in Chemistry	1963-01-01T00:00:00Z	1898-11-26T00:00:00Z	Helsa	Germany	1973-08-12T00:00:00Z
George de Hevesy	male	Nobel Prize in Chemistry	1943-01-01T00:00:00Z	1885-08-01T00:00:00Z	Budapest	Hungary	1966-07-05T00:00:00Z
Richard Willstätter	male	Nobel Prize in Chemistry	1915-01-01T00:00:00Z	1872-08-13T00:00:00Z	Karlsruhe	Germany	1942-08-03T00:00:00Z
Hartmut Michel	male	Nobel Prize in Chemistry	1988-01-01T00:00:00Z	1948-07-18T00:00:00Z	Ludwigsburg	Germany	
Adolf Otto Reinhold Windaus	male	Nobel Prize in Chemistry	1928-01-01T00:00:00Z	1876-12-25T00:00:00Z	Berlin	Germany	1959-06-09T00:00:00Z
Georg Wittig	male	Nobel Prize in Chemistry	1979-01-01T00:00:00Z	1897-06-16T00:00:00Z	Berlin	Germany	1987-08-26T00:00:00Z
Max Perutz	male	Nobel Prize in Chemistry	1962-01-01T00:00:00Z	1914-05-19T00:00:00Z	Vienna	Austria	2002-02-06T00:00:00Z
Richard Adolf Zsigmondy	male	Nobel Prize in Chemistry	1925-01-01T00:00:00Z	1865-01-01T00:00:00Z	Vienna	Austria	1929-01-01T00:00:00Z
Richard Adolf Zsigmondy	male	Nobel Prize in Chemistry	1925-01-01T00:00:00Z	1865-04-01T00:00:00Z	Vienna	Austria	1929-01-01T00:00:00Z
Richard Adolf Zsigmondy	male	Nobel Prize in Chemistry	1925-01-01T00:00:00Z	1865-01-01T00:00:00Z	Vienna	Austria	1929-09-23T00:00:00Z
Richard Adolf Zsigmondy	male	Nobel Prize in Chemistry	1925-01-01T00:00:00Z	1865-04-01T00:00:00Z	Vienna	Austria	1929-09-23T00:00:00Z
Fritz Pregl	male	Nobel Prize in Chemistry	1923-01-01T00:00:00Z	1869-09-03T00:00:00Z	Ljubljana	Slovenia	1930-12-13T00:00:00Z
Richard Kuhn	male	Nobel Prize in Chemistry	1938-01-01T00:00:00Z	1900-12-03T00:00:00Z	Vienna	Austria	1967-07-31T00:00:00Z
Richard Kuhn	male	Nobel Prize in Chemistry	1938-01-01T00:00:00Z	1900-12-03T00:00:00Z	Vienna	Austria	1967-08-01T00:00:00Z
Walter Kohn	male	Nobel Prize in Chemistry	1998-01-01T00:00:00Z	1923-03-09T00:00:00Z	Vienna	Austria	2016-04-19T00:00:00Z
Robert Lefkowitz	male	Nobel Prize in Chemistry	2012-01-01T00:00:00Z	1943-04-15T00:00:00Z	The Bronx	United States of America	
Vladimir Prelog	male	Nobel Prize in Chemistry	1975-01-01T00:00:00Z	1906-07-23T00:00:00Z	Sarajevo	Bosnia and Herzegovina	1998-01-07T00:00:00Z
Sidney Altman	male	Nobel Prize in Chemistry	1989-01-01T00:00:00Z	1939-05-07T00:00:00Z	Montreal	Canada	
Christian B. Anfinsen	male	Nobel Prize in Chemistry	1972-01-01T00:00:00Z	1916-03-26T00:00:00Z	Monessen	United States of America	1995-05-14T00:00:00Z
Francis William Aston	male	Nobel Prize in Chemistry	1922-01-01T00:00:00Z	1877-09-01T00:00:00Z	Birmingham	United Kingdom	1945-11-20T00:00:00Z
Francis William Aston	male	Nobel Prize in Chemistry	1922-01-01T00:00:00Z	1877-09-01T00:00:00Z	Harborne	United Kingdom	1945-11-20T00:00:00Z
Herbert C. Brown	male	Nobel Prize in Chemistry	1979-01-01T00:00:00Z	1912-05-22T00:00:00Z	London	United Kingdom	2004-12-19T00:00:00Z
Derek Barton	male	Nobel Prize in Chemistry	1969-01-01T00:00:00Z	1918-09-08T00:00:00Z	Gravesend	United Kingdom	1998-03-16T00:00:00Z
Henri Moissan	male	Nobel Prize in Chemistry	1906-01-01T00:00:00Z	1852-09-28T00:00:00Z	Paris	France	1907-02-20T00:00:00Z
Jacobus Henricus van 't Hoff	male	Nobel Prize in Chemistry	1901-01-01T00:00:00Z	1852-08-30T00:00:00Z	Rotterdam	Netherlands	1911-03-01T00:00:00Z
Frederick Soddy	male	Nobel Prize in Chemistry	1921-01-01T00:00:00Z	1877-09-02T00:00:00Z	Eastbourne	United Kingdom	1956-09-22T00:00:00Z
Peter Debye	male	Nobel Prize in Chemistry	1936-01-01T00:00:00Z	1884-03-24T00:00:00Z	Maastricht	Netherlands	1966-11-02T00:00:00Z
Paul Sabatier	male	Nobel Prize in Chemistry	1912-01-01T00:00:00Z	1854-11-05T00:00:00Z	Carcassonne	France	1941-08-14T00:00:00Z
Victor Grignard	male	Nobel Prize in Chemistry	1912-01-01T00:00:00Z	1871-05-06T00:00:00Z	Cherbourg	France	1935-12-13T00:00:00Z
John Howard Northrop	male	Nobel Prize in Chemistry	1946-01-01T00:00:00Z	1891-07-05T00:00:00Z	Yonkers	United States of America	1987-05-27T00:00:00Z
Ahmed Zewail	male	Nobel Prize in Chemistry	1999-01-01T00:00:00Z	1946-02-26T00:00:00Z	Damanhur	Egypt	2016-08-02T00:00:00Z
Martin Chalfie	male	Nobel Prize in Chemistry	2008-01-01T00:00:00Z	1947-01-15T00:00:00Z	Chicago	United States of America	
Alan J. Heeger	male	Nobel Prize in Chemistry	2000-01-01T00:00:00Z	1936-01-22T00:00:00Z	Sioux City	United States of America	
James B. Sumner	male	Nobel Prize in Chemistry	1946-01-01T00:00:00Z	1887-11-19T00:00:00Z	Canton	United States of America	1955-08-12T00:00:00Z
George Porter, Baron Porter of Luddenham	male	Nobel Prize in Chemistry	1967-01-01T00:00:00Z	1920-12-06T00:00:00Z	Stainforth	United Kingdom	2002-08-31T00:00:00Z
Jean-Marie Lehn	male	Nobel Prize in Chemistry	1987-01-01T00:00:00Z	1939-09-30T00:00:00Z	Rosheim	France	
Hideki Shirakawa	male	Nobel Prize in Chemistry	2000-01-01T00:00:00Z	1936-08-20T00:00:00Z	Tokyo	Japan	
Karl Barry Sharpless	male	Nobel Prize in Chemistry	2001-01-01T00:00:00Z	1941-04-28T00:00:00Z	Philadelphia	United States of America	
William Lipscomb	male	Nobel Prize in Chemistry	1976-01-01T00:00:00Z	1919-12-09T00:00:00Z	Cleveland	United States of America	2011-04-14T00:00:00Z
Alan MacDiarmid	male	Nobel Prize in Chemistry	2000-01-01T00:00:00Z	1927-04-14T00:00:00Z	Masterton	New Zealand	2007-02-07T00:00:00Z
William Standish Knowles	male	Nobel Prize in Chemistry	2001-01-01T00:00:00Z	1917-06-01T00:00:00Z	Taunton	United States of America	2012-06-13T00:00:00Z
Kurt Wüthrich	male	Nobel Prize in Chemistry	2002-01-01T00:00:00Z	1938-10-04T00:00:00Z	Aarberg	Switzerland	
Frank Sherwood Rowland	male	Nobel Prize in Chemistry	1995-01-01T00:00:00Z	1927-06-28T00:00:00Z	Delaware	United States of America	2012-03-10T00:00:00Z
Leopold Ružička	male	Nobel Prize in Chemistry	1939-01-01T00:00:00Z	1887-09-13T00:00:00Z	Vukovar	Croatia	1976-09-26T00:00:00Z
Paul Josef Crutzen	male	Nobel Prize in Chemistry	1995-01-01T00:00:00Z	1933-12-03T00:00:00Z	Amsterdam	Netherlands	2021-01-28T00:00:00Z
Paul Josef Crutzen	male	Nobel Prize in Chemistry	1995-01-01T00:00:00Z	1933-12-03T00:00:00Z	Amsterdam	Kingdom of the Netherlands	2021-01-28T00:00:00Z
Donald J. Cram	male	Nobel Prize in Chemistry	1987-01-01T00:00:00Z	1919-04-22T00:00:00Z	Chester	United States of America	2001-06-17T00:00:00Z
Thomas Cech	male	Nobel Prize in Chemistry	1989-01-01T00:00:00Z	1947-12-08T00:00:00Z	Chicago	United States of America	
Frédéric Joliot-Curie	male	Nobel Prize in Chemistry	1935-01-01T00:00:00Z	1900-03-19T00:00:00Z	Paris	France	1958-08-14T00:00:00Z
Frederick Sanger	male	Nobel Prize in Chemistry	1958-01-01T00:00:00Z	1918-08-13T00:00:00Z	Rendcomb	United Kingdom	2013-11-19T00:00:00Z
Frederick Sanger	male	Nobel Prize in Chemistry	1980-01-01T00:00:00Z	1918-08-13T00:00:00Z	Rendcomb	United Kingdom	2013-11-19T00:00:00Z
